SourceFile,SourceLineStart,SourceLineEnd,SourceSHA256,TargetID,TargetSHA256,Disposition
Procedure.md,98,106,98823488e3ee2a51b5cf93f92454eeaa1946efd309eeab753de2c383f1dc2ccb,CLM-020,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Procedure.md,107,115,98823488e3ee2a51b5cf93f92454eeaa1946efd309eeab753de2c383f1dc2ccb,CLM-021,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,1,2,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-022,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,3,8,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-023,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,9,25,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-024,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,26,34,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-025,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,35,43,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-026,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,44,55,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-027,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,56,91,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-028,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,92,97,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-029,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
Guidance.md,98,101,33031fa3579b796d7eab917fb83ba0a258f0ce2a1e4c4779a5f81264c5a89115,CLM-030,1c0e1a3bf9bd915ea23f9ace4ff0284e029efa36c661dca4ac7a78a65ce770a6,PRESERVED
